,Title,Link,Genre,Author,Description
357,Ốc Đảo Tự Thân,https://khosachonline.com/sach/oc-dao-tu-than,Văn Hóa - Nghệ Thuật,Ni sư Ayya Khema,"“…. Lúc nào ta cũng cần nhớ rõ về tính vô thường (anicca) của Vạn Pháp không chỉ trong lúc tọa thiền. Chánh niệm là trung tâm điểm trong lúc toạ thiền để đi vào định. Chúng ta chỉ có thể dành một ít thời gian cho việc toạ thiền nhưng ta có thể dành tất cả thời gian còn lại để quan sát tâm mình. Đó là nơi khiến mọi việc trên thế gian này xảy đến với ta. Không có gì có thể hiện hữu ngoài tâm”
Đây là một đoạn trích trong cuốn “Ốc đảo tự thân” của Ni sư Ayya Khema, tác giả của cuốn sách  Being Nobody, Going Nowhere (Vô ngã vô ưu) nổi tiếng. Khác biệt với những cuốn sách khác của Ayya Khema, trong cuốn sách này. Ni sư lại hướng dẫn chúng ta những phương pháp kỹ thuật để tự cân bằng nội tâm của mình, tìm lại sự an bình trong chính trái tim nhỏ bé của mỗi chúng ta. Như câu kinh:
” Pháp Phật sâu mầu chẳng gì hơn,
Trăm ngàn muôn kiếp mới được gặp
Nay con nghe thấy vâng gìn giữ
Nguyện hiểu nghĩa chân Đức Thế Tôn”."
358,Vô Ngã Vô Ưu,https://khosachonline.com/sach/vo-nga-vo-uu,Văn Hóa - Nghệ Thuật,Ni sư Ayya Khema,"“Vô Ngã Vô Ưu” (Being Nobody, Going Nowhere) là một cuốn sách về Thiền quán hay nhất của Ni sư người Đức Ayya Khema. Là một tuyệt tác viết về Thiền quán, cuốn sách đã được giải thưởng của Chrismas Humphreys và là cuốn sách bán chạy nhất tại Mỹ năm 1988.
Trong cuốn sách này, Ni sư Ayya Kherma đã giới thiệu với người đọc những gì tinh tuý nhất trên con đường Phật pháp. Bà nhấn mạnh đến cách thức và tại sao lại cần hành thiền cũng như cung cấp cho ta một nền tảng hiểu biết cơ bản về bản chất của Nghiệp, Tái sinh và Bát chính đạo – những giáo lý căn bản của Đạo Phật. Với những lời khuyên hữu ích và thiết thực, Ni sư Ayya Khema đã dẫn dắt cho chúng ta những cách thức thực hành tứ vô lượng tâm: từ, bi, hỷ, xả và cách vượt qua những chướng ngại trên con đường tu tập. Rất ít cuốn sách cơ bản về Phật giáo có thể bao chứa cả hai tiêu chí giản dị và sâu sắc. Nhưng vô ngã vô ưu đã làm được cả hai điều này. Đây không những là một cuốn sách mọi thiền sinh không thể bỏ qua, mà còn là cuốn sách tuyệt vời cho tất cả mọi người."
359,Tạng Thư Sống Chết,https://khosachonline.com/sach/tang-thu-song-chet,Văn Hóa - Nghệ Thuật,Sogyal Rinpoche,"Trong tác phẩm này, thầy Soyal tập trung vào các vấn đề làm sao để hiểu ý nghĩa thực thụ của sự sống, làm sao để chấp nhận cái chết, và làm sao để giúp đỡ người sắp chết, và người đã chết. Chết là một phần tự nhiên của sự sống, mà tất cả chúng ta chắc chắn sẽ phải đương đầu không sớm thì muộn... Hoặc là ta tảng lờ nó, hoặc là ta chạm trán với viễn ảnh cái chết của chính mình, và bằng cách tư duy sáng suốt về nó, ta cố giảm thiểu những khổ đau mà cái chết có thể mang lại. Tuy nhiên, trong cả hai cách, không cách nào chúng ta có thể thực thụ chinh phục được sự chết.
Là một Phật tử, tôi xem chết là chuyện bình thường, là một thực tại mà tôi phải chấp nhận, khi tôi còn hiện hữu trên trái đất. Đã biết không thể nào thoát khỏi, thì lo lắng làm gì. Tôi có khuynh hướng nghĩ đến sự chết cũng như thay bộ y phục khi nó đã cũ mòn, hơn là một cái gì hoàn toàn chấm dứt. Tuy vậy cái chết không thể biết trước: ta không biết được khi nào cái chết đến với ta, và ta sẽ chết như thế nào. Bởi thế tốt hơn cả là ta hãy dự phòng một số việc trước khi cái chết thực sự xảy ra. Đương nhiên phần đông chúng ta đều muốn có một cái chết an ổn, nhưng một điều cũng hiển nhiên nữa, là ta không thể hy vọng chết một cách thanh bình nếu đời sống của ta đầy những bạo hành, hoặc nếu tâm ta thường giao động vì những cảm xúc mạnh như giận dữ, ái luyến, hay sợ hãi. Bởi thế, nếu ta muốn chết tốt, ta phải học cách sống tốt. Nếu ta mong có được một cái chết an lành, thì ta phải đào luyện sự bình an trong tâm ta, và trong lối sống của ta.
Như bạn đọc sẽ thấy trong sách này, theo quan điểm Phật giáo thì cái kinh nghiệm thực thụ về chết rất quan trọng. Mặc dù sự tái sinh của chúng ta, nơi tái sinh của ta phần lớn tùy thuộc vào năng lực của nghiệp, song tâm trạng ta vào lúc chết có thể ảnh hưởng tới tính chất của tái sanh kế tiếp. Vậy, vào lúc chết, mặc dù ta đã tích lũy đủ loại nghiệp, nhưng nếu ta làm một nỗ lực đặc biệt để phát sinh một tâm lành, thì có thể tăng cường và khởi động một nghiệp thiện, và do đó đem lại một tái sinh hạnh phúc. Lúc chết thực sự cũng là lúc mà những kinh nghiệm nội tâm lợi lạc sâu xa nhất có thể xảy ra. Do thường thực tập tiến trình chết trong khi thiền định, một thiền giả tu cao có thể sử dụng lúc chết của mình để đạt những chứng ngộ lớn lao. Đấy là lý do những hành giả có kinh nghiệm thường nhập định vào lúc họ chết. Một dấu hiệu của sự đắc đạo nơi họ là thi thể họ thường không thối rửa sau khi họ đã chết rất lâu trên phương diện lâm sàng.
(Lời giới thiệu của đức DALAI LAMA)"
360,Truyện Kể Đêm Giáng Sinh,https://khosachonline.com/sach/truyen-ke-dem-giang-sinh,Văn Hóa - Nghệ Thuật,Linh mục Phương Đình Toại,"Quyển sách là tập hợp của những mẫu truyện truyền thuyết cũng như những câu chuyện có thật đã được bạn và tôi cùng kể lại cho nhau nhằm tôn lên ý nghĩa của việc Con Thiên Chúa làm Người. Kèm theo là những suy tư cá nhân mà tôi cảm nghiệm được trong đời sống cầu nguyện của mình khi sống tâm tình mùa Giáng Sinh.
Ban đầu tôi dùng để chia sẻ trong các bài giảng lễ, sau đó tôi dùng nó để kể cho các bé trong Mái Ấm Mai Tâm khi chúng thắc mắc “Cha ơi tại sao Chúa sinh ra trong máng cỏ?”, “Tại sao Giáng Sinh lại có cây thông?”…
Có lẽ không ít lần chúng ta cũng đối diện với những câu hỏi này của con cái mình. Và nhiều khi chúng ta không biết phải làm sao để giúp các bé hiểu được ý nghĩa sâu xa của các nhân vật hiện diện trong ngày Chúa giáng thế. Tôi cũng hy vọng qua những hình tượng và truyện kể trong quyển sách này có thể giúp bạn sống tâm tình cầu nguyên thật sâu lắng, để rồi Giáng Sinh có thể trở thành một hành trình thiêng liêng xuyên suốt trong cuộc sống, và để Chúa có thể được sinh ra mỗi ngày trong tâm hồn chúng ta."
361,Đức Phật Và Phật Pháp,https://khosachonline.com/sach/duc-phat-va-phat-phap,Văn Hóa - Nghệ Thuật,Maha Thera,"Quyển ""The Buddha and His Teachings"" (Đức Phật và Phật Pháp) được ấn hành tại Sài gòn năm 1964 nhờ sự phát tâm bố thí của liệt vị Phật tử Việt Nam.
Đạo hữu Phạm Kim Khánh, pháp danh Sunanda, đã dày côngphiên dịch thiên khái luận nhỏ bé này ra tiếng mẹ đẻ với mục đích đáp lại phần nào lòng mong ước của những ai muốn hiểu Đức Phật và giáo lý của Ngài. Công đức này được hàng Phật tửViệt Nam ghi nhận.
Trong hiện tình, nước Việt Nam không mấy được yên ổn. Bao nhiêu người đang đau khổ, về vật chất cũng như tinh thần. Không khí căng thẳng này quả không thích hợp với việc làm có tánh cách tinh thần và đạo đức.
Giữa hoàn cảnh một nước Việt Nam đang trải qua giai đoạn cực kỳ đau thương do chiến tranh gây nên, dịch giả đã cố gắng nhen nhúm thì giờ và lắng tâm thanh tịnh để thực hiện công tác từ áinày với lòng ước mong quảng bá giáo huấn của Đức Thượng Sưtrên đất Việt. Đó là việc làm đáng được ngợi khen. Do oai lực của Pháp thí này, xin chú nguyện hoà bình sớm vãn hồi trên toàn cõi Việt Nam.
Thưa quý vị đạo hữu, quý vị được kể là hàng Phật tử trung kiênvà thuần thành không kém bất luận dân tộc nào trong các dân tộc theo Phật Giáo. Lòng dũng cảm của quý vị trước bao nhiêu nghịch cảnh đáng được tán tụng. Mặc dầu tâm đạo rất nhiệt thành, là hạng người trí thức, quý vị luôn luôn dùng trí phán xét, suy luận trước khi chấp nhận điều gì.
Xin quý vị ghi nhớ, cũng như nhiều dân tộc Phật giáo khác ở Á Châu, dân tộc Việt Nam đã trưởng thành trong tổ ấm của Phật Giáo, di sản tinh thần vô giá của quý vị.
Dầu theo Bắc Tông hay Nam Tông, tất cả quý vị đều là giáo đồnhiệt thành, là đàn con chung của Đức Từ Phụ Gotama. Giáo lýduy nhất của Ngài căn cứ trên Tứ Diệu Đế, hay Bốn Chân LýThâm Diệu căn bản, là điều mà không có người Phật tử nào bị cưỡng bách phải mù quáng tin theo.
Bổn phận của tất cả những người Phật tử Việt Nam là học Phật Pháp và điều hoà tác hành Phật sự, nhằm vào lợi ích cho quốc gia Việt Nam.
Quả thật người Phật tử Bắc Tông đặt trọng tâm vào sứ mạngphục vụ, còn Nam Tông thì chú tâm vào việc hành thiền. Tuy nhiên, trong khi để ra vài phút hành thiền ta cũng có thể tìm cơ hội phục vụ. Và trong khi phục vụ một cách vị tha, bất cầu lợi, ta cũng có thể dùng đủ thì giờ thích đáng để ngồi lại tịnh tâm, mưu tìm tiến bộ tinh thần. Cả hai đặc tánh chánh yếu này của Phật Pháp - phục vụ và hành thiền - có thể dung hoà và phối hợp dễ dàng.
Nếu được sống thanh bình và hoà đồng trong công tác Phật sự, chắc chắn quý vị sẽ đạt được nhiều tiến bộ, về phương diện vật chất cũng như về phương diện tinh thần đạo đức. Như thế, quý vị sẽ góp mặt xứng đáng cùng với những quốc gia tân tiến khác.
Nước Việt Nam tương đối bé nhỏ, nhưng người Việt Nam dũng cảm, cần mẫn, tinh xảo, đủ trí năng và đạo hạnh. Chia rẽ, quý vị sẽ yếu dần. Đoàn kết, quý vị sẽ mạnh lên.
""Samagga hotha"" - Hãy đoàn kết lại - là lời kêu gọi thiết tha của Đức Phật.
Được một vị Phật ra đời là hy hữu! 
Được một giáo lý cao minh là hy hữu! 
Được tái sanh làm người là hy hữu!
Đời sống mặc dầu quý, quả thật là bấp bênh, vô định. Cái chết, trái lại, là điều không thể cưỡng, và nó sẽ đến, chắc như thế. Vậy, quý vị hãy sử dụng xứng đáng khoảng thời gian ngắn ngủi của kiếp sống này, cố gắng trở thành nguồn hạnh phúc cho chính mình, cho quê hương mình và cho toàn thể nhân loại.
Phục vụ để trở nên hoàn toàn. Hoàn toàn để phục vụ.
Với từ bi, 
Narada 
Phật Đản, 1970"
362,Ăn Và Uống Của Người Việt,https://khosachonline.com/sach/an-va-uong-cua-nguoi-viet,Văn Hóa - Nghệ Thuật,Vũ Ngọc Khánh - Hoàng Khôi,"Ăn mặc là chuyện bình thường trong đời sống con người. Chúng ta thường chỉ quan tâm đến khi có việc bất thường xảy ra, hoặc khi nó trở thành một vấn đề chuyên môn, vấn đề kỹ thuật. Nhưng thật ra, một việc như việc ăn chẳng hạn, xét cả bề sâu lẫn chiều rộng thì quả là một hiện tượng, một đề tài văn hóa lớn. Riêng đối với dân tộc ta thì hình như chuyện “ăn ” còn được mở rộng hơn. Không phải chỉ bao gồm những gì liên quan đến sự sống, mà còn là cả (hay tất cả) những gì thuộc về phong tục, về thẩm mỹ, về ngôn ngữ, về triết học và về tâm linh.
Thực vậy, cái ăn... mà nhất là tiếng “ăn”của Việt Nam bao gồm nhiều tầng ý nghĩa hoàn toàn khác với cái ăn, tiếng ăn của nhân loại. Cái khác ấy có làm nên bản sắc Việt không tùy vào sự nhận xét và đánh giá của từng người, nhưng vấn đề “ăn” thì cần được nghiên cứu, tìm hiểu công phu hơn nữa.

Khi trình bày với bạn đọc cuốn sách Ăn Và Uống Của Người Việt này, các tác giả mong muốn đi từ bữa ăn trong một gia đình đến bữa ăn của cả cộng đồng, rồi việc ăn, việc uống trong lịch sử để từ đó nghĩ đến vấn đề ẩm thực của 54 dân tộc ở khắp Bắc, Trung, Nam chứ không riêng gì xứ nào."
363,Văn Hoá Lối Sống Của Người Theo Hồi Giáo,https://khosachonline.com/sach/van-hoa-loi-song-cua-nguoi-theo-hoi-giao,Văn Hóa - Nghệ Thuật,Nguyễn Mạnh Cường,Đạo hồi-lịch sử hình thành (kinh cô ran). lối sống đạo của người theo hồi giáo. người chăm việt nam với đạo hồi. sắc màu văn hóa hồi giáo. Hồi giáo trong xã hội hiện đại.
364,Bên Rặng Tuyết Sơn,https://khosachonline.com/sach/ben-rang-tuyet-son,Văn Hóa - Nghệ Thuật,Swami Amar Jyoti,"Bên Rặng Tuyết Sơn là quyển sách mới trong bộ sách khoa học tâm linh nổi tiếng của dịch giả Nguyên Phong. Khơi nguồn từ vùng núi Himalaya xa xôi và vùng đồng bằng Ấn Độ, Bên Rặng Tuyết Sơn mang đến cho bạn đọc những sự thật vĩ đại về tâm linh và vai trò của việc làm chủ tâm linh cũng như làm chủ số phận. Tác phẩm còn khơi dậy những giá trị cao đẹp như: Tính trung thực, trái tim bao dung, lòng trắc ẩn, sự thông thái, lòng tín ngưỡng và tình yêu bao la.
Câu chuyện bắt đầu từ việc Satyakam đến thung lũng Saraswati để tầm sư học đạo. Nhưng không ngờ rằng, khi đến đây, thì vị đạo sư già đã chờ anh rồi, không những thế, ông còn nói đúng tên anh và biết anh đến gặp ông để làm gì dù rằng anh chưa hề xưng tên cũng như chưa nói mục đích của mình đến đây.
Dài học đầu tiên của Satyakam là quên đi thời gian. Việc này nghe qua tưởng chừng như đơn giản nhưng khi bắt đầu thực hiện lại không đơn giản chút nào. Cũng như việc lắng nghe những âm thanh của vũ trụ như tiếng lá rơi, tiếng gió thổi, tiếng nước reo cũng không dễ dàng thực hiện nếu trong lòng ta vẫn còn nhiều tạp âm. Chúng ta sẽ được trải nghiệm những giây phút bình yên thông qua chuyến hành trình đi tìm chân lý của Satyakam dưới sự hướng dẫn của vị đạo sư trong dãy núi Tuyết Sơn để hiểu rõ hơn về sức mạnh vĩnh hằng của thế giới tâm linh cũng như khám phá chính tiếng nói nội tâm của bản thân mình."
365,Hơi Thở Nuôi Dưỡng Và Trị Liệu,https://khosachonline.com/sach/hoi-tho-nuoi-duong-va-tri-lieu,Văn Hóa - Nghệ Thuật,Thích Nhất Hạnh,"""Đây là một cuốn sách tuyệt vời với những lời giảng giải uyên thâm, trong sáng, giản dị và thực tiễn, là hơi thở trong lành có công năng nuôi dưỡng, trị liệu và chuyển hóa thâm tâm. Cuốn sách này mở bày những cánh cửa cho phép một nếp sống tỉnh thức, giác ngộ rất mầu nhiệm""
- Jack Kornfield

""Hơi Thở Nuôi Dưỡng và Trị Liệu chỉ bày cho chúng ta những phương pháp tu tập dừng lại để tiếp xúc với hơi thở của chính mình. Thở trong chánh niệm, đi trong chánh niệm, ngồi trong chánh niệm... giúp ta nuôi dưỡng và trị liệu thâm tâm, làm vơi nhẹ khổ đau tới một nếp sống thánh thiện, giảo thoát và hạnh phúc.

Khóa tu hai mươi mốt ngày tại tiểu bang Vermont, USA với Thầy Nhất Hạnh đã nuôi dưỡng, trị liệu và chuyển hóa gia đình chúng tôi. Có thể nói rằng tuệ giác cao thâm nhất mà Thầy cống hiến cho thiền sinh trong khóa tu này đã nảy mầm khắp mọi nơi - trong từng hơi thở, trong từng bước chân và cả trong từng lời nói.""
- Allan Hunter Badiner"
366,Suy Ngẫm Về Thiện Và Ác,https://khosachonline.com/sach/suy-ngam-ve-thien-va-ac,Văn Hóa - Nghệ Thuật,Stephen Batchelor,"Học giả Phật giáo Tây Tạng, Stephen Batchelor đã mang đến cho chúng ta cái nhìn thấu suốt về cuộc đấu tranh giữa thiện và ác, giữa ánh sáng và bóng tối qua ẩn dụ về chiến thắng của Đức Phật với quỷ Mara, Chúa Giê-su với quỷ Satan... Đây cũng chính là cuộc đấu tranh không ngừng của con người để vươn tới Chân Thiện Mỹ, dù ở Phương Đông hay Phương Tây.

Đây là cuốn sách dành cho những người giống như tôi, thấy bản thân mình đang sống giữa những câu chuyện hoang đường khác nhau và có lúc xung đột nhau - những câu chuyện mang tính sử thi giúp chúng ta cảm nhận về cuộc sống ngắn ngủi trên trái đất. Một số câu chuyện hoang đường bắt nguồn từ những khoảng thời gian và không gian xa xưa, trong khi một số câu chuyện khác lại là sản phẩm của thế giới hiện đại.

Cho dù những câu chuyện hoang đường mà chúng ta kế thừa từ quá khứ phát xuất từ một tôn giáo theo thuyết nhất thần, chẳng hạn Do Thái giáo hay Cơ Đốc giáo, hoặc xuất phát từ một truyền thống vô thần, chẳng hạn như Phật giáo, thì chúng vẫn có cùng quan điểm cho rằng cuộc sống của con người chỉ là một phần của cái mênh mông rộng lớn vượt quá sức của nó. Cả hai đều tin vào những thế lực giấu mặt đang hoạt động - cho dù là thế lực của Thượng Đế hay nghiệp chướng - thì nó cũng đã ném chúng ta vào thế giới này để đối mặt với một nhiệm vụ khó khăn là cứu rỗi bản thân để đạt đến sự bất diệt.

Những câu chuyện hoang đường của thời hiện đại hết sức gần gũi, khó có thể nhận ra chúng có phải là những câu chuyện hoang đường hay không. Ngay cả những người sống trong xã hội cận đại theo Phật giáo hay Cơ Đốc giáo cũng không coi sự hiểu biết của mình về thế giới là mang tính hoang đường, và chúng ta cũng không thể coi những câu chuyện hoang đường là cơ sở để phán đoán xem chúng ta là ai và loại vũ trụ mà chúng ta đang cư trú là gì. Một câu chuyện hoang đường có ảnh hưởng lớn trong thời hiện đại đã phổ biến ở phương Tây trong hai thế kỷ qua, dựa trên những hiểu biết mang tính khoa học về thế giới. Người ta cho rằng đó là nguồn gốc đầy thuyết phục về vũ trụ và đời sống tri giác, đó là lời giải thích và tiên đoán về sức mạnh vô cùng của vũ trụ, đó là những kỹ thuật có thể tạo nên ấn tượng sâu sắc bởi sự hiểu biết của nó về thế giới vật chất, do đó chúng ta không chấp nhận bất cứ điều gì mang tính hoang đường về nó."
367,Nhân Quả,https://khosachonline.com/sach/nhan-qua,Văn Hóa - Nghệ Thuật,Nguyễn Chu Phác,"Vũ trụ, vạn vật không phải tuần hành, biến dịch một cách tự nhiên, vô lý, mà tuân theo một cái luật chung, luật đó là luật nhân quả. Luật này không phải do một đấng nào, xã hội nào đặt ra, mà là một luật thiên nhiên âm thầm, lặng lẽ, nhưng đúng đắn vô cùng. Cuốn sách Nhân Quả của Nguyễn Chu Phác sẽ cung cấp cho bạn đọc cái nhìn tổng quan và những ví dụ có thật, sinh động về luật nhân quả theo triết lý của đạo Phật.

Trong cuốn sách này, không nêu sự Báo oán - Nhân quả của tự nhiên với con người mà chỉ nêu Nhân quả của con người với con người. Ngoài ra, sách đưa vào một số truyện ngắn, truyện kể nhằm giúp người đọc bớt căng thẳng, nhưng vẫn nói lên Nhân quả - Báo ứng. Ví dụ, truyện về con sói (Ăn cháo đá bát) nói lên sự vô ơn; truyện “Trời ơi, con gái!” nói về sự kiêu căng; truyện “Bà ơi là bà ơi!” nói đến sự bất hiếu; và truyện “Chết đói” nói lên lòng nhân đạo..."
368,Kinh Thánh (Bản Dịch Thế Giới Mới),https://khosachonline.com/sach/kinh-thanh-ban-dich-the-gioi-moi,Văn Hóa - Nghệ Thuật,Nhiều tác giả,"Phần đầu của Kinh Thánh—Bản dịch Thế Giới Mới được phát hành vào năm 1950. Kể từ đó, một số người nghi ngờ hoặc phê bình về tính chính xác của Bản dịch Thế Giới Mới  vì bản dịch này có một số chỗ khác với những bản dịch khác. Sự khác biệt này thường xuất phát từ một trong những lý do dưới đây.
Đáng tin cậy. Bản dịch Thế Giới Mới được biên soạn dựa trên những nghiên cứu mới nhất và các bản chép tay cổ xưa đáng tin cậy nhất. Ngược lại, bản dịch King James Version năm 1611 dựa vào những bản chép tay thường thiếu chính xác và không cổ bằng những bản được dùng để biên soạn Bản dịch Thế Giới Mới.
Trung thực. Bản dịch Thế Giới Mới cố gắng truyền tải trung thực thông điệp mà Đức Chúa Trời hướng dẫn ghi lại (2 Ti-mô-thê 3:16). Nhiều bản dịch Kinh Thánh đã gạt sự trung thực của thông điệp Đức Chúa Trời sang một bên để theo những truyền thống của con người, chẳng hạn thay thế danh của Đức Chúa Trời là Giê-hô-va bằng những tước vị như Chúa hoặc Đức Chúa Trời.
Dịch sát. Khác với các bản diễn ý, Bản dịch Thế Giới Mới dịch sát nhưng vẫn đảm bảo sự tự nhiên hoặc không che khuất ý tưởng nguyên bản. Còn các bản dịch diễn ý có thể đã lồng thêm quan điểm của loài người hoặc loại bỏ những chi tiết quan trọng."
369,Thiền Thư Tây Tạng,https://khosachonline.com/sach/thien-thu-tay-tang,Văn Hóa - Nghệ Thuật,Lama Christie McNally,"Thiền giúp ta thư giãn, trí tuệ thêm mẫn tiệp và tăng cường khả năng sáng tạo. Trong Thiền Thư Tây Tạng, Lama Christie McNally còn chỉ ra thiền dâng tặng chúng ta một món quà lớn hơn. Nó đánh thức tiềm năng ẩn giấu ở bên trong, khiến mỗi phút giây cuộc sống trở thành an lạc mãi mãi và mang tới cho chúng ta hòa bình, sự hài lòng mà chúng ta mãi kiếm tìm.
Cuốn sách đi từ những điều căn bản nhất là tại sao bạn cần phải thiền định, cho tới những lời khuyên thiết yếu của hành thiền (theo truyền thống Tây Tạng). Thông qua những lời giải thích, những khái niệm đơn giản về thiền định, tác giả đưa ra khái niệm về Tính Không. Trình bày nhiều kiểu hành thiền khác nhau, từ mỗi kiểu này, tác giả đều đưa ra lý do, cách thức hành thiền và những lời khuyên thực tiễn.
Với giọng văn thiết tha và thân mật, tác giả lồng ghép rất khéo léo những triết lý đạo Phật, những khái niệm tưởng chừng rất khó như: Tính Không, lòng bi mẫn, bồ đề tâm...đến với người đọc. Thiền thư Tây Tạng là một cuốn sách thực hành rất hữu hiệu cho những ai quan tâm tới Thiền định Tây Tạng."
370,Đồng Dao Việt Nam,https://khosachonline.com/sach/dong-dao-viet-nam,Văn Hóa - Nghệ Thuật,Anh Tú,"Đồng dao (僮謠) là thơ ca dân gian truyền miệng của trẻ em Việt Nam. Đồng dao bao gồm nhiều loại: các bài hát, câu hát trẻ em, lời hát trong các trò chơi, bài hát ru em… Thường gặp nhất là các bài đồng dao gắn liền với các trò chơi trẻ em. Nói chung, đồng dao trong các trò chơi trẻ em ở các vùng miền đều khá giống nhau ở nội dung, chỉ khác một vài tiếng địa phương.
Tuổi thơ của chúng ta, không ai là không lớn lên cùng những bài nói quen thuộc “Chi chi chành chành”, “Con vỏi con voi” hay “Kéo cưa lừa xẻ”…. Những bài đồng dao của các bà các mẹ ngày xưa không chỉ đơn thuần là những lời thơ vần điệu vui tai mà còn ẩn chứa trong đó rất nhiều giá trị giáo dục, dạy bé mẫu giáo biết đi ngủ sớm, biết tự mặc đồ hay biết lễ phép, vâng lời. Đối với trẻ sơ sinh, những bài đồng dao dễ thuộc mẹ đọc cho con còn giúp bé phát triển trí não, nhanh biết nói hơn.
Đồng dao không phải là một loại dân ca, mà chính là tài liệu bồi dưỡng cho lớp trẻ nhỏ. Từ xưa, ông cha ta không được học hành, không có trường lớp – nhất là các trường mẫu giáo. Vậy mà cha ông ta đã dạy cho bao nhiêu thế hệ trẻ em được trưởng thành, có kiến thức đa dạng, biết quan sát, biết yêu thương, hiểu được quê hương và lịch sử.
Đồng dao đúng là một kho tàng học thức bình dị, nhưng là vĩ đại. Ta không chỉ phải sưu tầm đồng dao như sưu tầm văn học dân gian, mà phải dùng nó để bồi dưỡng cho thế hệ trẻ."
