,Title,Link,Genre,Author,Description
289,Nghi Lễ Động Thổ,https://khosachonline.com/sach/nghi-le-dong-tho,Văn Hóa - Nghệ Thuật,Minh Đường,"Sách trình nói về phương pháp chọn đất và kén hướng làm nhà của người xưa, chọn ngày khởi công, động thổ xây dựng và sửa chữa nhà cửa, bài trí không gian nhà theo phong thủy mang lại thịnh vượng cho gia chủ
Phong thủy có câu : “Nhất vị, nhị sông” từ là vị trí đặt ngôi nhà có vai trò vô cùng quan trọng, nó có liên quan đên sự cát hung của gia chủ, ảnh hưởng lớn đến vận thế, đường danh lộc… Nhằm giới thiệu thêm với bạn đọc một số kinh nghiệm trong dân gian về sự thực hiện các nghi lễ khi xây dựng hay sửa chữa, cải tạo nhà ở, chúng tôi xin giới thiệu cuốn sách Nghi lễ dân gian – Nghi lễ động thổ để bạn đọc có thêm sự lựa chọn, tư vấn trong quá trình xây dựng, cải tạo nhà cửa nhằm hướng tới sự thịnh vượng, cát tường và an lành cho gia chủ."
290,Một Cách Tiếp Cận Văn Hóa,https://khosachonline.com/sach/mot-cach-tiep-can-van-hoa,Văn Hóa - Nghệ Thuật,Nguyễn Hiến Lê,"Vấn đề văn hóa hiện nay trở thành trung tâm và sự chú ý của giới nghiên cứu trên thế giới. Ở nước ta trong những năm gần đây, vấn đề văn hóa được tập trung đề cập. Mặc dù từng góc độ, từng phương diện và cách tiếp cận khác nhau nhưng những nhà nghiên cứu đều nhất trí rằng văn hóa là một gì đó mà nó giúp cho con người “không bị đứt đoạn với quá khứ”, “không bị hẫng hụt trước tương lai”. Ở góc độ đánh giá một cách tổng thể, đến nay “văn hóa” vẫn là một khái niệm phức tạp và khó xác định. Nói một góc độ nào đó, văn hóa là một khái niệm phản ánh tổng thể sự thể hiện và sự phát huy những năng lực bản chất của con người trong tất cả các dạng tồn tại hoạt động của con người và là sự phản ánh tổng thể các hệ thống giá trị do con người sáng tạo ra trong quá trình thực tiễn - lịch sử - xã hội của mình. "
291,Việc Họ,https://khosachonline.com/sach/viec-ho,Văn Hóa - Nghệ Thuật,Tân Việt,"Thờ cúng tổ tiên, chǎm lo việc họ là một nét đặc sắc thuộc vǎn hoá truyền thống của nhân dân ta.
Sau một thời gian bị sao nhãng do nhiều lý do, những nǎm gần đây việc thờ cúng tổ tiên, khôi phục việc họ lại được khơi dậy.
Trong vấn đề này còn nhiều việc phải bàn thuộc định hướng vǎn hoá lẫn phương pháp tổ chức.

Là người đã và đang trực tiếp tham gia công việc này của dòng họ mình, lại có điều kiện tiếp xúc, trao đổi thảo luận với bà con các họ khác, chúng tôi thấy có nhiều điều cần giải quyết để vừa thể hiện được đạo hiếu với cha mẹ, ông bà, tổ tiên đã khuất, vừa hợp lòng người đang sống trong thời đại mới.

Với tác phẩm nhỏ này, tác giả ghi chép lại nội dung của các cuộc tọạ đàm tay đôi, tay ba hoặc các cuộc họp họ của chính tác giả với bà con các họ khác, cả bà con cùng quê và xa quê, cả ý kiến của đàn ông, đàn bà, lớp già, lớp trẻ, trong đó có cả ý kiến của các bậc phụ huynh, huynh trưởng nay đã về chầu tổ."
292,Tục Thờ Cúng Của Người Việt,https://khosachonline.com/sach/tuc-tho-cung-cua-nguoi-viet,Văn Hóa - Nghệ Thuật,Bùi Xuân Mỹ,"Đối với người Việt, Phong tục thờ cúng tổ tiên gần như trở thành một thứ Tín ngưỡng thờ cúng tổ tiên, không gia đình nào không có bàn thờ tổ tiên trong nhà, nhưng không phải là một tôn giáo mà là do lòng thành kính của người Việt đối với cha mẹ, ông bà, cụ kỵ. Đây là một tín ngưỡng rất quan trọng và không thể thiếu trong phong tục Việt Nam, và là một trong các thành tố tạo nên bản sắc văn hóa Việt Nam."
293,Tranh Dân Gian Việt Nam,https://khosachonline.com/sach/tranh-dan-gian-viet-nam,Văn Hóa - Nghệ Thuật,Nguyễn Bá Vân,"Tranh dân gian Việt Nam do Nguyễn Bá Vân biên soạn giúp các bạn biết được về nguồn gốc, đặc điểm và ý nghĩa của tranh dân gian nước ta. Bằng lối diễn đạt rõ ràng, dễ hiểu cùng với một số hình ảnh minh họa sẽ giúp các bạn nắm bắt tốt hơn những kiến thức về tranh dân gian nói riêng và mỹ thuật Việt Nam nói chung."
294,Văn Hóa Ẩm Thực Việt Nam - Nhìn Từ Lý Luận Và Thực Tiễn,https://khosachonline.com/sach/van-hoa-am-thuc-viet-nam-nhin-tu-ly-luan-va-thuc-tien,Văn Hóa - Nghệ Thuật,Trần Quốc Vượng - Nguyễn Thị Bảy,"1. Phần 1: Lý luận chung về ngành ẩm thực và văn hóa ẩm thực Việt Nam.
- Văn hóa ẩm thực Việt Nam.
- Vài nét về ngành văn hóa học ẩm thực Việt Nam.
- Mấy nét khái quát (phác họa) về văn hóa ẩm thực dân gian Việt Nam - Hà Nội.
- Mấy vấn đề lý luận và thực tiễn của văn hóa ẩm thực Hà Nội - Việt Nam.
- ...
 2. Phần 2: Văn hóa ẩm thực các vùng miền Việt Nam.
- Văn hóa ẩm thực trên nền cảnh môi trường sinh thái nhân văn Việt Nam ba miền Nam Trung Bắc.
- Nhận diện văn hóa ẩm thực Huế.
- Một thành tựu văn hóa Việt Nam - đặc sản Yến sào và nghệ thuật ẩm thực yến của thủ đô Hà Nội.
- Tết ta (nguyên đán) và văn hóa ẩm thực Việt Nam - Hà Nội.
- Mối tương quan hữu cơ Hà Tây - Hà Nội nhìn dưới góc độ văn hóa dân gian cổ truyền.
- ...
 3. Phần 3: Văn hóa ẩm thực Hà Nội.
- Các vấn đề văn hóa ẩm thực Hà Nội.
- Ẩm thực dân gian Hà Nội dưới góc nhìn văn hóa học.
- Văn hóa ẩm thực Hà Nội.
- Về việc ăn uống của người Hà Nội.
- Văn hóa ẩm thực tết Việt Nam - Hà Nội.
- ...
Xin trân trọng giới thiệu."
295,Khoa Cúng Thông Dụng,https://khosachonline.com/sach/khoa-cung-thong-dung,Văn Hóa - Nghệ Thuật,Quang Hương Tự,"Tập hợp các bài cúng dùng trong cuộc đời được các thầy dùng như khoa thỉnh Phật, tiếp linh, triệu linh, Phát tấu, Thánh mẫu, trần triều..."
296,Đường Đến Các Di Sản Thế Giới Miền Trung,https://khosachonline.com/sach/duong-den-cac-di-san-the-gioi-mien-trung,Văn Hóa - Nghệ Thuật,Trần Huy Hùng Cường,"Đường đến các di sản thế giới miền Trung của tác giả Trần Huy Hùng Cường sẽ đưa các bạn khởi hành từ thành phố Hồ Chí Minh, qua Đồng Nai, Bình Thuận, kết hợp với du lịch cao nguyên miền Trung,... Ở mỗi địa danh tác giả giới thiệu các thông tin về kinh tế, địa lý của mỗi vùng miền, các điểm du lịch lý thú bạn nên đi qua để trải nghiệm và các thông tin được tác giả cung cấp vô cùng hữu ích và hấp dẫn. Sách được chia làm 2 phần. Phần 1 sau đây tác giả sẽ đưa các bạn đi từ điểm khởi hành là TP. Hồ Chí Minh đến tỉnh Đồng Nai."
297,Đình Và Đền Hà Nội,https://khosachonline.com/sach/dinh-va-den-ha-noi,Văn Hóa - Nghệ Thuật,Nguyễn Thế Long,"Đình Và Đền Hà Nội (Đã Xếp Hạng Di Tích Lịch Sử - Văn Hóa) (Hết hàng) 
NGUYỄN THẾ LONG(Biên soạn) 
Thể loại: Khoa học xã hội
ISBN: 128905
Xuất bản: 3/2005 
Trọng lượng: 320 gr
NXB: Văn Hóa Thông Tin
Số trang: 454 Trang-Kích thước 13x19
Giá bán: 43,000 đ
 Cuốn sách ""Đình Và Đền Hà Nội"" cung cấp cho bạn đọc những thông tin về tín ngưỡng thờ thần và thành hoàng với những đình, đền, miếu... ở Hà Nội đã xếp hạng Di tích lịch sử từ năm 1962 đến hết năm 1994. Việc giới thiệu này chủ yếu căn cứ vào hồ sơ xếp hạng các di tích lịch sử - văn hóa của cục Bảo tồn bảo tàng, Bộ văn hóa - thông tin, có tham khảo thêm các sách báo trước cách mạng của các nhà nghiên cứu văn hóa.
Các đình, đền... được giới thiệu những nét chủ yếu về thời gian xây dựng, quá trình tu sửa, thần tích của các vị thần và thành hoàng được thờ, giá trị kiến trúc và thẩm mỹ của các di vật cổ còn lưu lại, cũng như các lễ hội nếu có.
Xin trân trọng giới thiệu cuốn sách cùng bạn đọc."
298,Chùa Việt,https://khosachonline.com/sach/chua-viet,Văn Hóa - Nghệ Thuật,Trần Lâm Biền,"Giáo sư Trần Lâm Biền là một trong những nhà nghiên cứu văn hóa Việt Nam, với các công trình nghiên cứu về văn hóa dân gian, tín ngưỡng tôn giáo Việt Nam."
299,Bản Sắc Văn Hóa Việt Nam,https://khosachonline.com/sach/ban-sac-van-hoa-viet-nam,Văn Hóa - Nghệ Thuật,Phan Ngọc,"Sách viết về văn hóa Việt thì thật nhiều, nhưng viết với sự cẩn trọng của một nhà nho, sự uyên bác của một người làm khoa học và sự tự hào yêu nước như ông thì thật hiếm. 

Sự cẩn trọng giúp chúng ta nhận rõ vị thế của Việt Nam so với Trung Quốc. Đó là một Việt Nam nhỏ bé về mặt địa lý, khiêm tốn, mộc mạc, không hoành tráng nhưng vẫn có nhiều điều để tự hào.

Đặc biệt cũng là vì đây là công trình nghiên cứu của một người vốn nổi tiếng là một nhà ""lập thuyết"" với những quan điểm đôi khi rất cực đoan vì yêu cầu muốn đi đến tận cùng bản chất vấn đề trong nghiên cứu khoa học. "
300,Sài Gòn Tản Văn - Hẻm Phố Thông Ra Thế Giới,https://khosachonline.com/sach/sai-gon-tan-van-hem-pho-thong-ra-the-gioi,Văn Hóa - Nghệ Thuật,Nhiều tác giả,"Chằng chịt như ma trận là hẻm, hẻm và hẻm. Trong những con đường nhỏ chỉ vừa vặn cho một chiếc xe đạp cũng có nhà. Thế nhưng, Sài Gòn quyến rũ ở những con hẻm với những ngôi nhà không số nhưng chứa đựng rất nhiều thâm tình, sẻ chia buồn vui... không dứt. Hẻm Sài Gòn như lạch nhỏ chảy ra sông, như sông chảy ra biển.

Hẻm Sài Gòn chi chít chảy ra đường cái rồi chìm vào các đại lộ lớn, nơi đã dựng xây những công trình kiến trúc được pha trộn nhiều nét văn hóa của thế giới. Chính những hẻm phố nhỏ của Sài Gòn chứng kiến những biến thiên lịch sử đủ để Sài Gòn pha một bảng màu rực rỡ văn hóa trên đường đến một thế giới rộng lớn."
301,Kể Chuyện Thăng Long - Hà Nội: Cảnh Sắc Hà Nội,https://khosachonline.com/sach/ke-chuyen-thang-long-ha-noi-canh-sac-ha-noi,Văn Hóa - Nghệ Thuật,Nhiều Tác Giả,"Thăng Long - Hà Nội trải qua nghìn năm lịch sử mang trong mình những cảnh sắc riêng mà những người con của mảnh đất này mỗi lần đi xa luôn nhung nhớ, mỗi du khách đến tham quan dù chỉ một lần cũng không thể nào quên. Thăng Long - Hà Nội ghi dấu ấn trong lòng người bởi những cảnh sắc rất đặc trưng, từ những ngọn núi, con sông, đến những góc phố, con đường, hay những mái chùa, quán chợ...Chính những cảnh sắc ấy đã làm nên và chứng kiến sự hình thành và đổi thay của chốn kinh kì trong suốt chiều dài lịch sử ngàn năm. Dù ngày nay Hà Nội đã mang nhiều nét hiện đại của một thủ đô đang phát triển, bóng dáng cổ xưa của đất Thăng Long vẫn hiển hiện ở khắp nơi, in đậm trong truyền thuyết dân gian, trong chính sử và trở thành những di tích lịch sử - văn hóa của thủ đô.

Với cuốn sách Kể Chuyện Thăng Long - Hà Nội: Cảnh Sắc Hà Nội bạn sẽ như được chứng kiến sự hình thành và đổi thay của chốn kinh kì trong suốt chiều dài lịch sử ngàn năm."
302,Bình An Trong Nhân Gian,https://khosachonline.com/sach/binh-an-trong-nhan-gian,Văn Hóa - Nghệ Thuật,Hòa Thượng Thích Thánh Nghiêm,"Pháp Cổ Sơn kêu gọi toàn thể Phật tử dốc lòng xây dựng Nhân gian tịnh độ - Cõi tịnh độ ngay trong trần gian này, trong đó lấy việc bảo vệ môi trường tâm linh làm nhiệm vụ chính. Để thực hiện mục tiêu đó, trước hết phải đạt đến bốn sự an ổn ngay trong đời sống thực tại gồm: an tâm, an thân, an gia và an nghiệp. Môi trường tâm linh ở đây phải bảo đảm các điều kiện là: bảo vệ môi trường xã hội; bảo vệ lễ nghi giao tiếp giữa người với người; bảo vệ môi trường tự nhiên; bảo vệ môi trường giáo dục."
303,Tiền Kiếp Và Luân Hồi Có Thật Không?,https://khosachonline.com/sach/tien-kiep-va-luan-hoi-co-that-khong,Văn Hóa - Nghệ Thuật,Brian L. Weiss,"Thời đại ngày nay là thời đại khoa học, nhưng có thể nói chính xác hơn là thời đại khoa học vật chất, còn khoa học tinh thần thì có lẽ mới chỉ là những bước đi chập chững. Từ thượng cổ người ta đã suy nghĩ và tìm hiểu xem có tiền kiếp luân hồi không, nhưng cho tới nay hầu như chưa có câu trả lời ""khoa học"". Những ý niệm, khái niệm, ý tưởng về điều đó vẫn là một vấn đề nhức nhối gây bán tín bán nghi.

Thì đây, tác phẩm Tiền kiếp và luân hồi có thật không?, đích thực là một công trình khoa học dưới dạng thức văn học về tiền kiếp và luân hồi, một vấn đề xuyên suốt quá trình triết học, tôn giáo trong lịch sử loài người."
304,"Tìm Hiểu Nghi Lễ Cưới Hỏi, Thờ Cúng Trong Dân Gian",https://khosachonline.com/sach/tim-hieu-nghi-le-cuoi-hoi-tho-cung-trong-dan-gian,Văn Hóa - Nghệ Thuật,Hà Hoài Dung,"Văn hóa dân gian là một hệ thống bao gồm nhiều thành tố , trong đó tín ngưỡng , phong tục thờ cúng là một trong những bộ phận quan trọng trong đời sống tâm linh của nhân dân .Tín ngưỡng , tục thờ cúng không chỉ là một cách thức trợ giúp về tinh thần đẻ con người vượt qua những khó khăn , thử thách trong cuộc sống mà còn là sự biểu hiện của niềm tin , triết lí sống và truyền thống ân nghĩa của dân tộc ta từ xưa tới nay .Chính vì lẽ đó mà trong đời sống tinh thần của nhân dân ta hiện nay việc thờ cúng vẫn được duy trì : những phong tục thờ Mẫu , thờ cúng tổ tiên , thờ Thành Hoàng ... là một nét văn hóa của dân tộc .
 "
305,Chuyện Tình Qua Nhiều Kiếp Luân Hồi,https://khosachonline.com/sach/chuyen-tinh-qua-nhieu-kiep-luan-hoi,Văn Hóa - Nghệ Thuật,Brian L. Weiss,"Đây là cuốn sách thứ ba, trong loạt sách kể về những câu chuyện của các bệnh nhân của tôi. Tuy nhiên câu chuyện trong sách này có tính hấp dẫn nhất từ trước đến nay mà tôi đã được chứng kiến. Họ là một đôi bạn tri kỷ, mãi mãi gắn chặt vào nhau bằng tình yêu qua hết kiếp này sang kiếp khác. Làm thế nào mà chúng ta có thể tìm gặp và nhận ra bạn tri kỷ? Làm sao chúng ta quyết định được sự tái sinh giữa những khoảnh khắc quan trọng nhất trong giây phút chuyển hóa? Định mệnh đưa ta đến gặp người bạn tri kỷ, và chắc chắn chúng ta sẽ gặp họ.

Nhưng chúng ta sẽ quyết định điều gì nếu sau cuộc gặp gỡ đó rơi ngay vào sự lựa chọn hoặc ý chí tự nguyện. Một chọn lựa sai lầm hoặc bỏ lỡ một cơ hội có thể dẫn đến niềm cô đơn, đau khổ khôn nguôi. Một lựa chọn đúng đắn, hoặc biết nắm bắt được cơ hội, có thể mang đến cho chúng ta niềm hạnh phúc tràn đầy."
306,Nikaya Với Khoa Học Và Thế Giới Siêu Hình,https://khosachonline.com/sach/nikaya-voi-khoa-hoc-va-the-gioi-sieu-hinh,Văn Hóa - Nghệ Thuật,Tỳ-kheo Pani Giới Pháp,"“-- Này các Tỷ-kheo, Ta tuyên bố rằng sự tận cùng thế giới không thể biết, không thể thấy, không thể đạt được bằng cách đi đến tận cùng thế giới. Ta cũng không tuyên bố rằng, này các Tỷ-kheo, sự chấm dứt đau khổ có thể làm được bằng cách đạt đến sự tận cùng thế giới” (Bài kinh Thế Giới Dục Công Ðức, S.iv,93)

“-- Này Hiền giả, Ta tuyên bố rằng: ""Tại chỗ nào không bị sanh, không bị già, không bị chết, không có từ bỏ (đời này), không có sanh khởi (đời khác), không có thể đi đến để thấy, để biết, để đạt đến chỗ tận cùng của thế giới”.

Nhưng này Hiền giả, trong cái thân dài độ mấy tấc này, với những tưởng, những tư duy của nó, Ta tuyên bố về thế giới, về thế giới tập khởi, về thế giới đoạn diệt, về con đường đưa đến thế giới đoạn diệt” (Kinh Rohitassa, Tăng Chi 1, Chương 4, Phẩm Rohitassa)"
307,Vì sao tôi khổ ?,https://khosachonline.com/sach/vi-sao-toi-kho,Văn Hóa - Nghệ Thuật,Nguyên Minh,"Tập sách này nêu lên một vấn đề xưa cũ nhưng phân tích và giải quyết theo một cách nhìn nhận mới. Nói đúng hơn, tác giả đã khéo léo vận dụng chính những nhận thức và hiểu biết của tiền nhân về vấn đề này để đưa ra những giải pháp, những nhận thức mới uyển chuyển hơn, thích hợp hơn mà vẫn không xa rời những gì người xưa đã dạy.

Với cách trình bày chi tiết, mạch lạc cùng với cách đặt vấn đề chính xác và những biện luận chặt chẽ, tập sách đã dẫn dắt người đọc đi qua những phạm trù tưởng chừng như vô cùng khó hiểu trong các bộ luận giải xưa nay và chứng minh được rằng tất cả những điều ấy cũng không hề xa rời cuộc sống thường nhật của mỗi chúng ta. Tập sách đã trả lời câu hỏi về nguyên nhân khổ đau theo một cách thức vừa phù hợp với những lời dạy trong kinh điển, vừa thiết thực và gần gũi với tất cả những gì chúng ta đang phải trải qua mỗi ngày."
308,Văn Khấn Cổ Truyền Việt Nam,https://khosachonline.com/sach/van-khan-co-truyen-viet-nam,Văn Hóa - Nghệ Thuật,Thích Thanh Duệ,"Việc cầu khấn bày tỏ lòng thành tâm của người làm lễ dâng hương trước các đấng vô hình linh thiêng: vong linh Tổ tiên, Thần thánh, chư vị Thánh hiền, chư vị Bồ Tát, chư Phật mười phương. Lời khấn của người xưa luôn bao hàm mong muốn cuộc sống tốt đẹp đạo đức triết lý làm người...Tập sách được trình bày với các nội dung:
- Văn khấn theo các lễ tiết trong năm
- Văn khấn theo các nghi lễ trong lễ tục vòng đời
- Văn khấn tại Chùa, Đình, Đền, Miếu, Phủ với các nội dung ý nghĩa của lễ tiết- sắm lễ thắp hương
- Văn khấn trong lễ tiết.
Cuốn sách Văn khấn cổ truyền Việt Nam đã được Thượng tọa Thích Thanh Duệ – Phó Viện trưởng Học viện Phật Giáo Việt Nam thẩm định và hiệu đính. Hy vọng sẽ là tài liệu tham khảo hữu ích với nhiều đối tượng bạn đọc và với mọi gia đình Việt Nam."
309,Kinh Thánh Tân Ước,https://khosachonline.com/sach/kinh-thanh-tan-uoc,Văn Hóa - Nghệ Thuật,Nhiều Tác Giả,"Tân Ước, còn gọi là Tân Ước Hi văn hoặc Kinh Thánh Hi văn, là phần cuối của Kinh Thánh Kitô giáo, được viết bằng tiếng Hi Lạp bởi nhiều tác giả vô danh trong khoảng từ sau năm 45 sau công nguyên tới trước năm 140 sau công nguyên (sau Cựu Ước). Từ này được dịch từ tiếng Latinh Novum Testamentum, nguyên ngữ Hi văn Kainē Diathēkē (Καινή Διαθήκη), nghĩa là ""Giao ước mới"". Thuật ngữ ""Tân Ước"" lúc đầu được Kitô hữu dùng để miêu tả mối tương giao giữa họ và Thiên Chúa, về sau được dùng để chỉ một tuyển tập gồm 27 sách."
310,Bài Học Ngàn Vàng,https://khosachonline.com/sach/bai-hoc-ngan-vang,Văn Hóa - Nghệ Thuật,Thích Thiện Hoa,"""BÀI HỌC NGÀN VÀNG"" là câu chuyên đã có từ xưa, một câu chuyên vô cùng thâm thúy và bổ ích cho thế đạo nhân tâm. Từ khi được biết bài học này, tôi đem áp dụng vào các công việc hàng ngày, thấy được lợi ích chẳng nhỏ. Từ lâu, tôi muốn đem bài học này viết ra thành sách, để cống hiến qúy Phật tử bốn phương (những người chưa biết bài học này hay biết rồi mà chưa áp dụng) hầu mách bảo sự lợi lạc vô giá của nó. Nhưng vì Phật sự đa đoan, bệnh duyên trở ngại này, ngày qua tháng lại, tôi chưa viết được."
311,Hỏi Hay - Đáp Đúng,https://khosachonline.com/sach/hoi-hay-dap-dung,Văn Hóa - Nghệ Thuật,Bhikkhu Shravasti Dhammika,"Sách xoay quanh về chủ đề phật giáo :
Ðạo Phật là gì?
Khái niệm căn bản của Ðạo Phật
Phật giáo và quan niệm về Thượng đế
Năm giới
Tái sinh
Thiền Ðịnh
Trí Tuệ và Từ Bi
Ăn Chay
Vận may và Ðịnh mệnh
Trở thành Phật tử"
312,Cốt Tủy Của Đạo Phật,https://khosachonline.com/sach/cot-tuy-cua-dao-phat,Văn Hóa - Nghệ Thuật,Daisetz Teitaro Suzuki,"“Không có gì trong vũ trụ là tối linh hết, ngoài cái tối linh của con người. Thế giới lớn là do ta lớn, và tất cả đều lớn theo tầm lớn của con người chúng ta, mà chúng ta chỉ lớn khi thành tựu được ý thức tâm linh về chúng ta, và muôn vật quanh ta, chỉ bằng sự tự kỉ ý thức ấy ta mới viên thành đạo giải thoát. Tích xưa chép khi vừa giáng sanh Phật Thích Ca đưa tay chỉ trời chỉ đất, cảm thán rằng: “Trên trời dưới trời chỉ mình ta là tôn quí” (Thiên thượng thiên hạ duy ngã độc tôn). Câu nói này chứng tỏ Phật thành tựu ở chính Ngài niềm rộng lớn mà mỗi chúng ta mang ở trong mình. Lời cả quyết tối thượng ấy phải đổi bằng vô số đau thương. Hơn thế nữa phải nung nấu bằng vô số day dứt giữa những mâu thuẫn cùa cuộc sống trí thức và đạo đức. Và điều xác định tối thượng của đạo Phật là: “Nực thì đổ mồ hôi, lạnh thì phải run rẩy”.
 D.T. SUZUKI"
313,Jesus Là Ai - Giảng Dạy Những Gì ?,https://khosachonline.com/sach/jesus-la-ai-giang-day-nhung-gi,Văn Hóa - Nghệ Thuật,Trần Chung Ngọc,"Điều quan trọng nhất là, tác động của quan điểm khoa học ngày nay đã khiến cho các học giả, ngay cả những người được giáo hội Ca-Tô bảo thủ cho phép nghiên cứu, cũng phải đồng ý là phần lớn những điều chúng ta biết về Giê-su chỉ là huyền thoại... Các học giả đã biết rõ sự thật từ nhiều thập niên nay – rằng Giê-su chẳng gì khác hơn là một người thường sống với một ảo tưởng – họ đã dạy điều này cho nhiều thế hệ các linh mục và mục sư. Nhưng những vị này vẫn giữ kín không cho đám con chiên biết vì sợ gây ra những phản ứng xúc động dữ dội trong đám tín đồ. Do đó, những người còn sống trong bóng tối là những tín đồ Ki Tô bình thường."
314,Phương Đông Lướt Ngoài Cửa Sổ,https://khosachonline.com/sach/phuong-dong-luot-ngoai-cua-so,Văn Hóa - Nghệ Thuật,Paul Theroux,"Với Paul Theroux, những chuyến tàu phương Đông giống như những phiên chợ hấp dẫn ông với vẻ tràn trề hương vị và màu sắc, bởi nét bí ẩn, lạ lùng không sao lý giải. Ông đã lên những chuyến tàu ấy, bốn tháng trời đi khắp châu Á, để vẽ nên từng mảnh ghép trên bức tranh phương Đông rộng lớn: Thổ Nhĩ Kỳ với nền văn hóa đặc sắc cùng ẩn ức về giới tính, Afganistan trong cơn bất ổn, Ấn Độ long lanh đền đài nhưng nghèo đói và hoang đường, Singapore ngăn nắp đến từng li, Thái Lan dậy mùi giải trí và tình dục, Nhật Bản tiện nghi nhưng con người dường như đã thành cỗ máy... Ông cũng ghé đến Việt Nam, lên con tàu băng qua đèo Hải Vân, ngỡ ngàng nhận ra trong suốt cuộc hành trình, đây là vùng đất của những cảnh tượng thiên nhiên thơ mộng nhất... Ngòi bút của ông đã khiến châu Á hiện ra như có thể chạm vào, nếm được, ngửi thấy, và khơi dậy trong ta nỗi thôi thúc một ngày bỏ xa cuộc sống nhàm nhạt quen thuộc, đeo hành lý và nhảy lên một con tàu nào đó, để nếm trải mọi thanh âm của cuộc sống bao la."
315,Nếp Cũ - Làng Xóm Việt Nam,https://khosachonline.com/sach/nep-cu-lang-xom-viet-nam,Văn Hóa - Nghệ Thuật,Toan Ánh,"Cuốn sách Nếp Cũ - Làng Xóm Việt Nam này sẽ giúp các bạn tìm hiểu phần nào cuộc sống làng xóm Việt Nam thời xưa, là một cuốn sách thật cần thiết và bổ ích cho những ai đang tìm hiểu về đề tài Làng xóm Việt Nam."
316,Tín ngưỡng Việt Nam,https://khosachonline.com/sach/tin-nguong-viet-nam,Văn Hóa - Nghệ Thuật,Toan Ánh,"Bộ sách Nếp cũ - Tín ngưỡng Việt Nam của tác giả Toan Ánh cung cấp cho người đọc những hiểu biết cần thiết về những phong tục, tập quán, lễ nghĩa phong hóa xưa nay của ông cha ta. Đọc để nhận ra những cái hay, cái đẹp và giữ gìn những vốn quý ấy mà đối nhân xử thế cho hợp lẽ đời, linh hoạt, nhân hòa… Quyển thượng trình bày hai phần là tín ngưỡng và tôn giáo. Quyển hạ trình bày phần còn lại đề tài này gồm: tôn giáo, mê tín dị đoan và lễ tiết."
317,100 Điều Nên Biết Về Phong Tục Việt Nam,https://khosachonline.com/sach/100-dieu-nen-biet-ve-phong-tuc-viet-nam,Văn Hóa - Nghệ Thuật,Tân Việt,"Giải đáp những thắc mắc về các phong tục Việt Nam: Cưới hỏi; Sinh dưỡng; Giao thiếp; Đạo hiếu; Tang lễ; Giỗ tết, lễ tết; Chọn ngày giờ."
318,Miếng ngon Hà Nội,https://khosachonline.com/sach/mieng-ngon-ha-noi,Văn Hóa - Nghệ Thuật,Vũ Bằng,"""Miếng ngon Hà Nội"" là một bút ký của nhà văn Vũ Bằng, một nhà văn người Hà Nội gốc và rất sành về các món ăn Hà Nội. Tác phẩm được viết tại Hà Nội vào mùa thu 1952, sửa chữa và viết thêm tại Sài Gòn năm 1956, 1958, 1959. Cuốn truyện tập trung giới thiệu mười bảy món ăn đặc sản của Hà Nội cũng như cảm nhận , tâm tình và kỷ niệm của tác giả với Hà Nội thông qua các món ăn."
319,3000 Từ Vựng Tiếng Anh Thông Dụng Nhất,https://khosachonline.com/sach/3000-tu-vung-tieng-anh-thong-dung-nhat,Học Ngoại Ngữ,Nhiều tác giả,"Từ vựng đóng một vai trò đặc biệt quan trọng, nhất là trong giao tiếp. Nhằm đáp ứng nhu cầu đó chúng tôi xin giới thiệu với bạn đọc cuốn 3000 Từ vựng Tiếng Anh thông dụng nhất. Cuốn sách bao gồm 3000 từ vựng căn bản và thông dụng nhất nhằm giúp các bạn nâng cao vốn từ vựng của mình.
Cuốn sách dành cho người học tiếng anh ở trình độ trung cấp trở lên. Với thiết kế nhỏ gọn dễ dàng mang theo giúp bạn có thể học mọi nơi mọi lúc, tiết kiệm thời gian, nâng cao hiệu quả ghi nhớ, làm chủ lượng từ tiếng Anh trong thời gian ngắn."
320,Hành Trình Về Phương Đông,https://khosachonline.com/sach/hanh-trinh-ve-phuong-dong,Văn Hóa - Nghệ Thuật,Dr. Blair T. Spalding,"Hành trình về phương đông"" kể về những trải nghiệm của một đoàn khoa học gồm các chuyên gia hàng đầu của Hội Khoa Học Hoàng Gia Anh được cử sang Ấn Độ nghiên cứu về huyền học và những khả năng siêu nhiên của con người.
Suốt hai năm trời rong ruổi khắp các đền chùa Ấn Độ, chứng kiến nhiều pháp thuật, nhiều cảnh mê tín dị đoan, thậm chí lừa đảo...của nhiều pháp sư, đạo sĩ...họ được tiếp xúc với những vị chân tu thông thái sống ẩn dật ở thị trấn hay trên rặng Tuyết Sơn. Nhờ thế, họ được chứng kiến, trải nghiệm, hiểu biết sâu sắc về các khoa học cổ xưa và bí truyền của văn hóa Ấn Độ như yoga, thiền định, thuật chiêm tinh, các phép dưỡng sinh và chữa bệnh, những kiến thức về nhân duyên, nghiệp báo, luật nhân quả, cõi sống và cõi chết..."
